userID	bookmarkID	tagID	day	month	year	hour	minute	second
8	99	113	28	10	2010	20	48	14
32	103	119	26	9	2010	13	23	47
32	103	120	26	9	2010	13	23	47
32	103	121	26	9	2010	13	23	47
32	103	122	26	9	2010	13	23	47
32	103	123	26	9	2010	13	23	47
32	103	124	26	9	2010	13	23	47
32	105	126	16	9	2010	14	28	34
32	105	127	16	9	2010	14	28	34
32	106	101	15	9	2010	4	37	54
32	106	127	15	9	2010	4	37	54
32	106	128	15	9	2010	4	37	54
32	108	130	30	8	2010	13	1	17
32	109	131	25	8	2010	13	45	40
32	111	115	22	8	2010	17	7	0
32	111	117	22	8	2010	17	7	0
32	111	135	22	8	2010	17	7	0
32	111	136	22	8	2010	17	7	0
32	111	137	22	8	2010	17	7	0
32	112	115	20	8	2010	15	49	2
32	112	117	20	8	2010	15	49	2
32	112	132	20	8	2010	15	49	2
32	112	138	20	8	2010	15	49	2
32	113	115	20	8	2010	9	57	48
32	113	117	20	8	2010	9	57	48
32	113	139	20	8	2010	9	57	48
57	119	145	8	11	2010	19	13	44
57	119	146	8	11	2010	19	13	44
57	120	147	8	11	2010	19	4	57
57	124	148	8	11	2010	10	44	7
57	125	122	8	11	2010	7	55	51
57	125	149	8	11	2010	7	55	51
57	125	150	8	11	2010	7	55	51
57	126	151	7	11	2010	19	27	28
57	127	140	7	11	2010	19	9	49
57	129	140	6	11	2010	16	37	23
57	133	140	6	11	2010	14	2	4
57	135	141	6	11	2010	13	29	24
57	135	142	6	11	2010	13	29	24
57	136	140	6	11	2010	9	49	24
57	138	150	6	11	2010	9	16	53
57	138	155	6	11	2010	9	16	53
57	138	156	6	11	2010	9	16	53
57	139	140	6	11	2010	8	55	2
57	139	143	6	11	2010	8	55	2
57	140	143	6	11	2010	8	53	45
57	140	149	6	11	2010	8	53	45
57	149	147	5	11	2010	19	27	6
57	153	147	5	11	2010	12	20	59
57	155	157	5	11	2010	8	8	47
57	155	158	5	11	2010	8	8	47
57	156	159	5	11	2010	7	14	29
57	157	160	4	11	2010	19	15	21
57	157	161	4	11	2010	19	15	21
57	163	140	4	11	2010	18	56	59
57	164	140	4	11	2010	18	55	9
57	166	146	4	11	2010	16	55	57
57	166	153	4	11	2010	16	55	57
57	167	162	4	11	2010	14	34	46
57	167	163	4	11	2010	14	34	46
57	168	16	4	11	2010	14	31	31
57	168	164	4	11	2010	14	31	31
57	169	140	4	11	2010	12	56	2
57	170	152	4	11	2010	6	53	20
57	170	165	4	11	2010	6	53	20
57	175	166	3	11	2010	19	38	48
57	177	147	3	11	2010	18	43	22
57	182	156	3	11	2010	15	46	15
57	183	156	3	11	2010	15	43	16
57	183	168	3	11	2010	15	43	16
57	184	156	3	11	2010	15	42	4
57	184	168	3	11	2010	15	42	4
57	184	169	3	11	2010	15	42	4
57	189	97	2	11	2010	18	38	17
57	189	170	2	11	2010	18	38	17
57	191	147	1	11	2010	18	51	53
57	192	140	1	11	2010	13	47	18
57	192	171	1	11	2010	13	47	18
57	197	140	30	10	2010	15	53	0
57	197	171	30	10	2010	15	53	0
57	205	140	29	10	2010	11	56	10
57	206	153	28	10	2010	19	1	24
57	210	140	28	10	2010	15	4	22
57	211	141	28	10	2010	14	12	19
57	211	142	28	10	2010	14	12	19
57	211	144	28	10	2010	14	12	19
147	212	78	9	11	2010	14	52	38
147	212	158	9	11	2010	14	52	38
147	212	173	9	11	2010	14	52	38
147	212	174	9	11	2010	14	52	38
147	212	175	9	11	2010	14	52	38
147	212	176	9	11	2010	14	52	38
147	212	177	9	11	2010	14	52	38
147	213	178	9	11	2010	13	51	13
147	213	179	9	11	2010	13	51	13
147	213	180	9	11	2010	13	51	13
147	215	76	9	11	2010	13	47	55
147	215	183	9	11	2010	13	47	55
147	215	184	9	11	2010	13	47	55
147	215	185	9	11	2010	13	47	55
147	215	186	9	11	2010	13	47	55
147	215	187	9	11	2010	13	47	55
147	217	22	9	11	2010	13	46	45
147	217	143	9	11	2010	13	46	45
147	217	191	9	11	2010	13	46	45
147	217	192	9	11	2010	13	46	45
147	217	193	9	11	2010	13	46	45
147	217	194	9	11	2010	13	46	45
147	218	66	9	11	2010	13	44	11
147	218	68	9	11	2010	13	44	11
147	218	174	9	11	2010	13	44	11
147	218	195	9	11	2010	13	44	11
147	218	196	9	11	2010	13	44	11
147	218	197	9	11	2010	13	44	11
147	219	36	9	11	2010	13	43	1
147	219	66	9	11	2010	13	43	1
147	219	179	9	11	2010	13	43	1
147	219	198	9	11	2010	13	43	1
147	219	199	9	11	2010	13	43	1
147	219	200	9	11	2010	13	43	1
147	221	179	9	11	2010	3	32	38
147	221	203	9	11	2010	3	32	38
147	221	204	9	11	2010	3	32	38
147	221	205	9	11	2010	3	32	38
147	221	206	9	11	2010	3	32	38
147	221	207	9	11	2010	3	32	38
147	221	208	9	11	2010	3	32	38
147	222	23	9	11	2010	3	29	57
147	222	36	9	11	2010	3	29	57
147	222	209	9	11	2010	3	29	57
147	222	210	9	11	2010	3	29	57
147	222	211	9	11	2010	3	29	57
147	222	212	9	11	2010	3	29	57
147	224	68	8	11	2010	14	10	54
147	224	200	8	11	2010	14	10	54
147	224	214	8	11	2010	14	10	54
147	224	215	8	11	2010	14	10	54
147	224	216	8	11	2010	14	10	54
147	225	217	8	11	2010	14	9	25
147	225	218	8	11	2010	14	9	25
147	225	219	8	11	2010	14	9	25
147	225	220	8	11	2010	14	9	25
147	226	221	8	11	2010	13	49	39
147	226	222	8	11	2010	13	49	39
147	226	223	8	11	2010	13	49	39
147	226	224	8	11	2010	13	49	39
147	227	4	8	11	2010	13	47	59
147	227	225	8	11	2010	13	47	59
147	227	226	8	11	2010	13	47	59
147	228	36	8	11	2010	13	42	39
147	228	227	8	11	2010	13	42	39
147	228	228	8	11	2010	13	42	39
147	228	229	8	11	2010	13	42	39
147	230	186	7	11	2010	14	16	52
147	230	233	7	11	2010	14	16	52
147	231	143	7	11	2010	3	17	10
147	231	176	7	11	2010	3	17	10
147	231	179	7	11	2010	3	17	10
147	231	234	7	11	2010	3	17	10
147	232	13	7	11	2010	3	12	24
147	232	97	7	11	2010	3	12	24
147	232	186	7	11	2010	3	12	24
147	232	235	7	11	2010	3	12	24
147	233	95	7	11	2010	3	10	49
147	233	179	7	11	2010	3	10	49
147	233	236	7	11	2010	3	10	49
147	233	237	7	11	2010	3	10	49
147	234	36	6	11	2010	13	17	44
147	234	227	6	11	2010	13	17	44
147	234	238	6	11	2010	13	17	44
147	235	179	6	11	2010	4	6	3
147	235	199	6	11	2010	4	6	3
147	235	239	6	11	2010	4	6	3
147	235	240	6	11	2010	4	6	3
147	235	241	6	11	2010	4	6	3
147	235	242	6	11	2010	4	6	3
147	236	36	6	11	2010	3	12	2
147	236	83	6	11	2010	3	12	2
147	236	243	6	11	2010	3	12	2
147	236	244	6	11	2010	3	12	2
147	236	245	6	11	2010	3	12	2
147	237	52	5	11	2010	13	11	51
147	237	69	5	11	2010	13	11	51
147	237	193	5	11	2010	13	11	51
147	237	194	5	11	2010	13	11	51
147	237	212	5	11	2010	13	11	51
147	237	246	5	11	2010	13	11	51
147	237	247	5	11	2010	13	11	51
147	240	180	5	11	2010	12	40	54
147	240	254	5	11	2010	12	40	54
147	240	255	5	11	2010	12	40	54
147	240	256	5	11	2010	12	40	54
147	241	36	5	11	2010	12	33	14
147	241	78	5	11	2010	12	33	14
147	241	179	5	11	2010	12	33	14
147	241	199	5	11	2010	12	33	14
147	241	257	5	11	2010	12	33	14
147	242	258	5	11	2010	12	26	44
147	242	259	5	11	2010	12	26	44
147	242	260	5	11	2010	12	26	44
147	242	261	5	11	2010	12	26	44
147	242	262	5	11	2010	12	26	44
147	243	66	5	11	2010	2	51	3
147	243	227	5	11	2010	2	51	3
147	243	263	5	11	2010	2	51	3
147	243	264	5	11	2010	2	51	3
147	243	265	5	11	2010	2	51	3
147	243	266	5	11	2010	2	51	3
147	243	267	5	11	2010	2	51	3
147	243	268	5	11	2010	2	51	3
147	244	36	4	11	2010	9	30	14
147	244	253	4	11	2010	9	30	14
147	244	269	4	11	2010	9	30	14
147	244	270	4	11	2010	9	30	14
147	244	271	4	11	2010	9	30	14
147	245	227	4	11	2010	9	8	9
147	245	267	4	11	2010	9	8	9
147	245	272	4	11	2010	9	8	9
147	245	273	4	11	2010	9	8	9
147	245	274	4	11	2010	9	8	9
147	245	275	4	11	2010	9	8	9
147	245	276	4	11	2010	9	8	9
147	245	277	4	11	2010	9	8	9
147	246	36	4	11	2010	9	6	54
147	246	68	4	11	2010	9	6	54
147	246	227	4	11	2010	9	6	54
147	246	258	4	11	2010	9	6	54
147	246	263	4	11	2010	9	6	54
147	246	278	4	11	2010	9	6	54
147	247	220	4	11	2010	9	3	37
147	247	272	4	11	2010	9	3	37
147	247	279	4	11	2010	9	3	37
147	247	280	4	11	2010	9	3	37
147	247	281	4	11	2010	9	3	37
147	247	282	4	11	2010	9	3	37
147	247	283	4	11	2010	9	3	37
147	247	284	4	11	2010	9	3	37
147	249	194	4	11	2010	9	0	16
147	249	288	4	11	2010	9	0	16
147	249	289	4	11	2010	9	0	16
147	249	290	4	11	2010	9	0	16
147	249	291	4	11	2010	9	0	16
147	250	268	4	11	2010	8	59	53
147	250	275	4	11	2010	8	59	53
147	250	292	4	11	2010	8	59	53
147	250	293	4	11	2010	8	59	53
147	251	22	4	11	2010	8	58	30
147	251	36	4	11	2010	8	58	30
147	251	68	4	11	2010	8	58	30
147	251	294	4	11	2010	8	58	30
147	251	295	4	11	2010	8	58	30
147	251	296	4	11	2010	8	58	30
147	253	68	4	11	2010	8	56	38
147	253	179	4	11	2010	8	56	38
147	253	199	4	11	2010	8	56	38
147	253	200	4	11	2010	8	56	38
147	253	237	4	11	2010	8	56	38
147	253	299	4	11	2010	8	56	38
147	253	300	4	11	2010	8	56	38
147	254	193	4	11	2010	8	55	51
147	254	194	4	11	2010	8	55	51
147	254	301	4	11	2010	8	55	51
147	254	302	4	11	2010	8	55	51
147	254	303	4	11	2010	8	55	51
147	254	304	4	11	2010	8	55	51
147	254	305	4	11	2010	8	55	51
147	255	143	4	11	2010	8	55	9
147	255	306	4	11	2010	8	55	9
147	255	307	4	11	2010	8	55	9
147	256	68	4	11	2010	8	53	21
147	256	200	4	11	2010	8	53	21
147	256	227	4	11	2010	8	53	21
147	256	275	4	11	2010	8	53	21
147	256	308	4	11	2010	8	53	21
147	256	309	4	11	2010	8	53	21
147	257	36	4	11	2010	8	52	36
147	257	52	4	11	2010	8	52	36
147	257	209	4	11	2010	8	52	36
147	257	310	4	11	2010	8	52	36
147	258	22	2	11	2010	18	52	3
147	258	311	2	11	2010	18	52	3
147	258	312	2	11	2010	18	52	3
147	258	313	2	11	2010	18	52	3
147	258	314	2	11	2010	18	52	3
147	258	315	2	11	2010	18	52	3
147	259	316	2	11	2010	18	20	26
147	259	317	2	11	2010	18	20	26
147	259	318	2	11	2010	18	20	26
147	259	319	2	11	2010	18	20	26
147	259	320	2	11	2010	18	20	26
147	260	228	2	11	2010	12	22	40
147	260	263	2	11	2010	12	22	40
147	260	268	2	11	2010	12	22	40
147	260	321	2	11	2010	12	22	40
147	260	322	2	11	2010	12	22	40
147	262	36	1	11	2010	13	53	34
147	262	226	1	11	2010	13	53	34
147	262	253	1	11	2010	13	53	34
147	262	327	1	11	2010	13	53	34
147	262	328	1	11	2010	13	53	34
147	262	329	1	11	2010	13	53	34
147	262	330	1	11	2010	13	53	34
147	263	36	1	11	2010	13	51	55
147	263	179	1	11	2010	13	51	55
147	263	195	1	11	2010	13	51	55
147	263	202	1	11	2010	13	51	55
147	263	244	1	11	2010	13	51	55
147	263	331	1	11	2010	13	51	55
147	263	332	1	11	2010	13	51	55
147	264	227	1	11	2010	13	44	40
147	264	242	1	11	2010	13	44	40
147	264	275	1	11	2010	13	44	40
147	265	68	1	11	2010	13	43	43
147	265	179	1	11	2010	13	43	43
147	265	253	1	11	2010	13	43	43
147	265	316	1	11	2010	13	43	43
147	265	333	1	11	2010	13	43	43
147	265	334	1	11	2010	13	43	43
147	266	140	1	11	2010	13	34	47
147	266	328	1	11	2010	13	34	47
147	266	335	1	11	2010	13	34	47
147	266	336	1	11	2010	13	34	47
147	266	337	1	11	2010	13	34	47
147	267	66	1	11	2010	13	17	32
147	267	82	1	11	2010	13	17	32
147	267	263	1	11	2010	13	17	32
147	267	268	1	11	2010	13	17	32
147	268	338	30	10	2010	1	13	11
147	268	339	30	10	2010	1	13	11
147	268	340	30	10	2010	1	13	11
147	268	341	30	10	2010	1	13	11
147	269	97	29	10	2010	17	7	11
147	269	342	29	10	2010	17	7	11
147	269	343	29	10	2010	17	7	11
147	269	344	29	10	2010	17	7	11
147	270	248	29	10	2010	13	30	34
147	270	278	29	10	2010	13	30	34
147	270	345	29	10	2010	13	30	34
147	270	346	29	10	2010	13	30	34
147	270	347	29	10	2010	13	30	34
147	271	348	29	10	2010	12	17	36
147	271	349	29	10	2010	12	17	36
147	271	350	29	10	2010	12	17	36
147	272	22	29	10	2010	12	15	22
147	272	193	29	10	2010	12	15	22
147	272	231	29	10	2010	12	15	22
147	272	235	29	10	2010	12	15	22
147	272	351	29	10	2010	12	15	22
147	272	352	29	10	2010	12	15	22
147	272	353	29	10	2010	12	15	22
147	273	179	29	10	2010	10	26	10
147	273	220	29	10	2010	10	26	10
147	273	354	29	10	2010	10	26	10
147	273	355	29	10	2010	10	26	10
147	274	22	29	10	2010	10	22	2
147	274	179	29	10	2010	10	22	2
147	274	193	29	10	2010	10	22	2
147	274	194	29	10	2010	10	22	2
147	274	290	29	10	2010	10	22	2
147	274	356	29	10	2010	10	22	2
147	274	357	29	10	2010	10	22	2
147	274	358	29	10	2010	10	22	2
147	274	359	29	10	2010	10	22	2
147	275	22	29	10	2010	10	20	50
147	275	36	29	10	2010	10	20	50
147	275	179	29	10	2010	10	20	50
147	275	193	29	10	2010	10	20	50
147	275	231	29	10	2010	10	20	50
147	276	193	29	10	2010	10	20	8
147	276	194	29	10	2010	10	20	8
147	276	288	29	10	2010	10	20	8
147	276	290	29	10	2010	10	20	8
147	276	360	29	10	2010	10	20	8
147	276	361	29	10	2010	10	20	8
147	276	362	29	10	2010	10	20	8
147	277	22	29	10	2010	10	18	20
147	277	193	29	10	2010	10	18	20
147	277	194	29	10	2010	10	18	20
147	277	290	29	10	2010	10	18	20
147	277	299	29	10	2010	10	18	20
147	277	363	29	10	2010	10	18	20
147	277	364	29	10	2010	10	18	20
147	277	365	29	10	2010	10	18	20
147	279	66	29	10	2010	10	17	21
147	279	176	29	10	2010	10	17	21
147	279	179	29	10	2010	10	17	21
147	279	367	29	10	2010	10	17	21
147	279	368	29	10	2010	10	17	21
147	279	369	29	10	2010	10	17	21
147	280	370	28	10	2010	18	57	0
147	280	371	28	10	2010	18	57	0
147	280	372	28	10	2010	18	57	0
147	281	36	28	10	2010	18	1	9
147	281	83	28	10	2010	18	1	9
147	281	174	28	10	2010	18	1	9
147	281	178	28	10	2010	18	1	9
147	281	183	28	10	2010	18	1	9
147	281	223	28	10	2010	18	1	9
147	281	257	28	10	2010	18	1	9
147	281	278	28	10	2010	18	1	9
147	281	373	28	10	2010	18	1	9
147	282	22	28	10	2010	17	58	29
147	282	36	28	10	2010	17	58	29
147	282	193	28	10	2010	17	58	29
147	282	194	28	10	2010	17	58	29
147	282	212	28	10	2010	17	58	29
147	282	231	28	10	2010	17	58	29
147	282	290	28	10	2010	17	58	29
147	282	304	28	10	2010	17	58	29
147	282	335	28	10	2010	17	58	29
147	282	374	28	10	2010	17	58	29
147	282	375	28	10	2010	17	58	29
147	282	376	28	10	2010	17	58	29
147	282	377	28	10	2010	17	58	29
147	282	378	28	10	2010	17	58	29
147	283	248	28	10	2010	16	36	20
147	283	278	28	10	2010	16	36	20
147	283	345	28	10	2010	16	36	20
147	283	379	28	10	2010	16	36	20
147	283	380	28	10	2010	16	36	20
147	283	381	28	10	2010	16	36	20
147	283	382	28	10	2010	16	36	20
147	284	248	28	10	2010	16	35	21
147	284	345	28	10	2010	16	35	21
147	284	383	28	10	2010	16	35	21
147	285	248	28	10	2010	16	34	9
147	285	278	28	10	2010	16	34	9
147	285	345	28	10	2010	16	34	9
147	285	384	28	10	2010	16	34	9
147	285	385	28	10	2010	16	34	9
147	285	386	28	10	2010	16	34	9
147	286	345	28	10	2010	16	32	40
147	286	387	28	10	2010	16	32	40
147	286	388	28	10	2010	16	32	40
147	286	389	28	10	2010	16	32	40
147	286	390	28	10	2010	16	32	40
147	286	391	28	10	2010	16	32	40
147	287	179	28	10	2010	15	52	38
147	287	193	28	10	2010	15	52	38
147	287	194	28	10	2010	15	52	38
147	287	231	28	10	2010	15	52	38
147	287	290	28	10	2010	15	52	38
147	287	304	28	10	2010	15	52	38
147	287	392	28	10	2010	15	52	38
147	288	9	28	10	2010	15	52	15
147	288	179	28	10	2010	15	52	15
147	288	193	28	10	2010	15	52	15
147	288	194	28	10	2010	15	52	15
147	288	231	28	10	2010	15	52	15
147	288	304	28	10	2010	15	52	15
147	289	199	27	10	2010	20	23	48
147	289	393	27	10	2010	20	23	48
147	289	394	27	10	2010	20	23	48
147	289	395	27	10	2010	20	23	48
147	289	396	27	10	2010	20	23	48
147	289	397	27	10	2010	20	23	48
147	291	174	27	10	2010	14	0	39
147	291	275	27	10	2010	14	0	39
147	291	400	27	10	2010	14	0	39
147	291	401	27	10	2010	14	0	39
147	291	402	27	10	2010	14	0	39
147	292	174	27	10	2010	12	23	32
147	292	199	27	10	2010	12	23	32
147	292	403	27	10	2010	12	23	32
147	292	404	27	10	2010	12	23	32
147	292	405	27	10	2010	12	23	32
147	292	406	27	10	2010	12	23	32
147	293	140	26	10	2010	20	30	1
147	293	334	26	10	2010	20	30	1
147	293	407	26	10	2010	20	30	1
147	294	303	26	10	2010	16	46	26
147	294	408	26	10	2010	16	46	26
147	294	409	26	10	2010	16	46	26
147	296	66	26	10	2010	13	36	11
147	296	263	26	10	2010	13	36	11
147	296	412	26	10	2010	13	36	11
147	297	36	26	10	2010	13	3	23
147	297	66	26	10	2010	13	3	23
147	297	68	26	10	2010	13	3	23
147	297	174	26	10	2010	13	3	23
147	297	199	26	10	2010	13	3	23
147	297	413	26	10	2010	13	3	23
147	297	414	26	10	2010	13	3	23
147	299	313	26	10	2010	12	53	41
147	299	419	26	10	2010	12	53	41
147	299	420	26	10	2010	12	53	41
147	299	421	26	10	2010	12	53	41
147	301	209	26	10	2010	2	42	52
147	301	290	26	10	2010	2	42	52
147	301	424	26	10	2010	2	42	52
147	301	425	26	10	2010	2	42	52
147	302	228	25	10	2010	22	52	55
147	302	426	25	10	2010	22	52	55
147	302	427	25	10	2010	22	52	55
147	302	428	25	10	2010	22	52	55
147	302	429	25	10	2010	22	52	55
233	303	430	8	11	2010	17	25	31
233	303	431	8	11	2010	17	25	31
233	303	432	8	11	2010	17	25	31
233	303	433	8	11	2010	17	25	31
233	303	434	8	11	2010	17	25	31
233	304	169	2	11	2010	12	46	45
233	304	179	2	11	2010	12	46	45
233	304	434	2	11	2010	12	46	45
233	305	122	1	11	2010	19	19	12
233	305	434	1	11	2010	19	19	12
233	305	435	1	11	2010	19	19	12
233	305	436	1	11	2010	19	19	12
233	306	434	29	10	2010	15	43	12
233	306	437	29	10	2010	15	43	12
233	306	438	29	10	2010	15	43	12
233	306	439	29	10	2010	15	43	12
233	306	440	29	10	2010	15	43	12
233	306	441	29	10	2010	15	43	12
233	307	343	28	10	2010	17	12	44
233	307	434	28	10	2010	17	12	44
233	308	119	28	10	2010	17	9	28
233	308	122	28	10	2010	17	9	28
233	308	442	28	10	2010	17	9	28
233	308	443	28	10	2010	17	9	28
233	310	298	25	10	2010	13	9	18
233	310	444	25	10	2010	13	9	18
233	311	343	22	10	2010	0	50	30
233	311	435	22	10	2010	0	50	30
233	311	445	22	10	2010	0	50	30
233	311	446	22	10	2010	0	50	30
233	312	435	19	10	2010	18	15	23
233	312	446	19	10	2010	18	15	23
233	313	199	19	10	2010	16	36	16
233	313	242	19	10	2010	16	36	16
233	313	400	19	10	2010	16	36	16
233	313	447	19	10	2010	16	36	16
233	313	448	19	10	2010	16	36	16
233	313	449	19	10	2010	16	36	16
233	314	434	14	10	2010	18	13	2
233	314	450	14	10	2010	18	13	2
233	314	451	14	10	2010	18	13	2
233	315	431	14	10	2010	17	31	50
233	315	451	14	10	2010	17	31	50
233	315	452	14	10	2010	17	31	50
233	315	453	14	10	2010	17	31	50
233	316	179	13	10	2010	19	4	46
233	316	242	13	10	2010	19	4	46
233	316	434	13	10	2010	19	4	46
233	317	164	12	10	2010	14	10	53
233	317	434	12	10	2010	14	10	53
233	317	435	12	10	2010	14	10	53
233	317	445	12	10	2010	14	10	53
233	318	431	8	10	2010	18	55	29
233	318	454	8	10	2010	18	55	29
233	318	455	8	10	2010	18	55	29
233	318	456	8	10	2010	18	55	29
233	318	457	8	10	2010	18	55	29
233	320	199	8	10	2010	13	44	16
233	320	461	8	10	2010	13	44	16
233	320	462	8	10	2010	13	44	16
233	323	434	5	10	2010	18	50	25
233	323	435	5	10	2010	18	50	25
233	323	445	5	10	2010	18	50	25
233	323	446	5	10	2010	18	50	25
233	323	465	5	10	2010	18	50	25
233	324	435	5	10	2010	18	49	15
233	324	445	5	10	2010	18	49	15
233	324	446	5	10	2010	18	49	15
233	324	465	5	10	2010	18	49	15
233	325	434	5	10	2010	18	48	27
233	325	435	5	10	2010	18	48	27
233	325	445	5	10	2010	18	48	27
233	325	446	5	10	2010	18	48	27
233	325	466	5	10	2010	18	48	27
233	326	298	5	10	2010	18	43	20
233	326	435	5	10	2010	18	43	20
233	326	446	5	10	2010	18	43	20
233	326	467	5	10	2010	18	43	20
233	326	468	5	10	2010	18	43	20
233	327	298	5	10	2010	18	32	56
233	327	435	5	10	2010	18	32	56
233	327	446	5	10	2010	18	32	56
233	327	467	5	10	2010	18	32	56
233	327	468	5	10	2010	18	32	56
233	328	298	5	10	2010	18	31	24
