27,false,1989-05-01,cn27,2019-01-19 17:44:32.0,2019-01-19 17:44:32.0,27,ll,null,null,null,null,null,null
28,false,1993-01-22,cn28,2019-01-19 17:44:32.0,2019-01-19 17:44:32.0,28,null,null,null,null,null,null,null
29,true,1993-01-01,cn29,2019-01-19 17:44:32.0,2019-01-19 17:44:32.0,29,null,null,null,null,null,null,null
30,false,1980-01-01,cn30,2019-01-19 17:44:32.0,2019-01-19 17:44:32.0,30,null,null,null,null,null,null,null
31,true,1997-03-21,cn31,2019-01-20 17:44:32.0,2019-01-20 17:44:32.0,31,null,null,null,null,null,null,null
32,true,1990-01-16,cn32,2019-01-20 17:44:32.0,2019-01-20 17:44:32.0,32,null,null,null,null,null,null,null
33,false,1987-01-01,cn33,2019-01-20 17:44:32.0,2019-01-20 17:44:32.0,33,null,null,null,null,null,null,null
34,false,1984-06-01,cn34,2019-01-20 17:44:32.0,2019-01-20 17:44:32.0,34,null,null,null,null,null,null,null
35,true,1984-01-01,cn35,2019-01-20 17:44:32.0,2019-01-20 17:44:32.0,35,null,null,null,null,null,null,null
36,true,1995-11-23,cn36,2019-01-20 17:44:32.0,2019-01-20 17:44:32.0,36,null,null,null,null,null,null,null
37,false,1990-01-23,cn37,2019-01-21 17:44:32.0,2019-01-21 17:44:32.0,37,null,null,null,null,null,null,null
38,false,1990-01-18,cn38,2019-01-21 17:44:32.0,2019-01-21 17:44:32.0,38,null,null,null,null,null,null,null
39,true,1992-11-01,cn39,2019-01-21 17:44:32.0,2019-01-21 17:44:32.0,39,null,null,null,null,null,null,null
40,false,1990-03-01,cn40,2019-01-21 17:44:32.0,2019-01-21 17:44:32.0,40,null,null,null,null,null,null,null
41,false,1981-05-01,cn41,2019-01-21 17:44:32.0,2019-01-21 17:44:32.0,41,null,null,null,null,null,null,null
42,true,1982-01-01,cn42,2019-01-21 17:44:32.0,2019-01-21 17:44:32.0,42,null,null,null,null,null,null,null
43,false,1983-01-17,cn43,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,43,null,null,null,null,null,null,null
44,false,1984-01-01,cn44,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,44,null,null,null,null,null,null,null
45,true,1985-12-24,cn45,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,45,null,null,null,null,null,null,null
46,false,1990-04-11,cn46,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,46,null,null,null,null,null,null,null
47,false,1995-01-01,cn47,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,47,null,null,null,null,null,null,null
48,false,1990-05-14,cn48,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,48,null,null,null,null,null,null,null
49,true,1998-01-04,cn49,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,49,null,null,null,null,null,null,null
50,true,1993-01-01,cn50,2019-01-22 17:44:32.0,2019-01-22 17:44:32.0,50,null,null,null,null,null,null,null
51,false,1983-11-21,cn51,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,51,null,null,null,null,null,null,null
52,false,1994-05-02,cn52,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,52,null,null,null,null,null,null,null
53,true,1991-03-01,cn53,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,53,null,null,null,null,null,null,null
54,true,1992-01-07,cn54,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,54,null,null,null,null,null,null,null
55,true,1987-12-01,cn55,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,55,null,null,null,null,null,null,null
56,false,1993-05-01,cn56,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,56,null,null,null,null,null,null,null
57,false,1994-01-01,cn57,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,57,null,null,null,null,null,null,null
58,false,1993-01-01,cn58,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,58,null,null,null,null,null,null,null
59,true,1990-12-01,cn59,2019-01-23 17:44:32.0,2019-01-23 17:44:32.0,59,null,null,null,null,null,null,null
60,false,1990-11-01,cn60,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,60,null,null,null,null,null,null,null
61,false,1989-01-01,cn61,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,61,null,null,null,null,null,null,null
62,true,1992-01-05,cn62,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,62,null,null,null,null,null,null,null
63,false,1990-01-16,cn63,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,63,null,null,null,null,null,null,null
64,false,1990-02-18,cn64,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,64,null,null,null,null,null,null,null
65,false,1992-01-01,cn65,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,65,null,null,null,null,null,null,null
66,true,1998-01-23,cn66,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,66,null,null,null,null,null,null,null
67,false,1990-01-17,cn67,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,67,null,null,null,null,null,null,null
68,false,1996-01-24,cn68,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,68,null,null,null,null,null,null,null
69,false,1990-05-01,cn69,2019-01-24 17:44:32.0,2019-01-24 17:44:32.0,69,null,null,null,null,null,null,null
70,true,1982-01-12,cn70,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,70,null,null,null,null,null,null,null
71,true,1990-03-01,cn71,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,71,null,null,null,null,null,null,null
72,false,1997-09-01,cn72,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,72,null,null,null,null,null,null,null
73,false,1990-08-04,cn73,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,73,null,null,null,null,null,null,null
74,true,1995-06-01,cn74,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,74,null,null,null,null,null,null,null
75,false,1993-01-14,cn75,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,75,null,null,null,null,null,null,null
76,false,1990-01-28,cn76,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,76,null,null,null,null,null,null,null
77,true,1995-01-10,cn77,2019-01-25 17:44:32.0,2019-01-25 17:44:32.0,77,null,null,null,null,null,null,null
78,false,1990-04-01,cn78,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,78,null,null,null,null,null,null,null
79,false,1990-11-01,cn79,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,79,null,null,null,null,null,null,null
80,false,1992-01-01,cn80,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,80,null,null,null,null,null,null,null
81,true,1983-01-08,cn81,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,81,null,null,null,null,null,null,null
82,true,1994-07-09,cn82,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,82,null,null,null,null,null,null,null
83,false,1996-01-01,cn83,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,83,null,null,null,null,null,null,null
84,false,1987-06-10,cn84,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,84,null,null,null,null,null,null,null
85,true,1990-01-11,cn85,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,85,null,null,null,null,null,null,null
86,true,1990-01-21,cn86,2019-01-26 17:44:32.0,2019-01-26 17:44:32.0,86,null,null,null,null,null,null,null
87,false,1994-03-01,cn87,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,87,null,null,null,null,null,null,null
88,false,1993-06-01,cn88,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,88,null,null,null,null,null,null,null
89,true,1999-01-01,cn89,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,89,null,null,null,null,null,null,null
90,false,1995-11-06,cn90,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,90,null,null,null,null,null,null,null
91,false,1989-01-01,cn91,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,91,null,null,null,null,null,null,null
92,true,1987-01-01,cn92,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,92,null,null,null,null,null,null,null
93,false,1978-01-12,cn93,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,93,null,null,null,null,null,null,null
94,true,1994-03-01,cn94,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,94,null,null,null,null,null,null,null
95,false,1990-11-01,cn95,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,95,null,null,null,null,null,null,null
96,false,1992-04-01,cn96,2019-01-27 17:44:32.0,2019-01-27 17:44:32.0,96,null,null,null,null,null,null,null
97,true,1989-01-01,cn97,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,97,null,null,null,null,null,null,null
98,false,1983-01-12,cn98,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,98,null,null,null,null,null,null,null
99,false,1990-01-31,cn99,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,99,null,null,null,null,null,null,null
100,true,1993-01-2O,cn100,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,100,null,null,null,null,null,null,null
101,true,1992-02-04,cn101,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,101,null,null,null,null,null,null,null
102,false,1995-03-05,cn102,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,102,null,null,null,null,null,null,null
103,false,1992-02-02,cn103,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,103,null,null,null,null,null,null,null
104,false,1991-05-16,cn104,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,104,null,null,null,null,null,null,null
105,true,1995-07-01,cn105,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,105,null,null,null,null,null,null,null
106,true,1994-11-01,cn106,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,106,null,null,null,null,null,null,null
107,false,1996-11-01,cn107,2019-01-28 17:44:32.0,2019-01-28 17:44:32.0,107,null,null,null,null,null,null,null
108,false,1982-11-09,cn108,2019-01-29 17:44:32.0,2019-01-29 17:44:32.0,108,null,null,null,null,null,null,null
109,false,1992-06-01,cn109,2019-01-29 17:44:32.0,2019-01-29 17:44:32.0,109,null,null,null,null,null,null,null
110,true,1979-04-01,cn110,2019-01-29 17:44:32.0,2019-01-29 17:44:32.0,110,null,null,null,null,null,null,null
111,false,1990-02-02,cn111,2019-01-29 17:44:32.0,2019-01-29 17:44:32.0,111,null,null,null,null,null,null,null
112,false,1994-05-01,cn112,2019-01-29 17:44:32.0,2019-01-29 17:44:32.0,112,null,null,null,null,null,null,null
113,false,1989-05-02,cn113,2019-01-29 17:44:32.0,2019-01-29 17:44:32.0,113,null,null,null,null,null,null,null
114,false,1990-06-01,cn114,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,114,null,null,null,null,null,null,null
115,true,1990-08-09,cn115,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,115,null,null,null,null,null,null,null
116,false,1995-01-06,cn116,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,116,null,null,null,null,null,null,null
117,false,1990-04-08,cn117,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,117,null,null,null,null,null,null,null
118,true,1996-01-05,cn118,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,118,null,null,null,null,null,null,null
119,false,1990-07-01,cn119,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,119,null,null,null,null,null,null,null
120,false,1990-01-01,cn120,2019-01-30 17:44:32.0,2019-01-30 17:44:32.0,120,null,null,null,null,null,null,null
